2026-03-06 11:23:57.746,RIOT-BLE-2,0,2265,-2,2935,-2,10041,1,-76
2026-03-06 11:23:57.894,RIOT-BLE-2,2,2263,-2,2930,-2,10040,1,-70
2026-03-06 11:23:58.095,RIOT-BLE-2,3,2261,-2,2916,-2,10040,1,-70
2026-03-06 11:23:58.098,RIOT-BLE-2,4,2260,-2,2921,-2,10041,1,-70
2026-03-06 11:23:58.246,RIOT-BLE-2,5,2260,-2,2924,-2,10040,1,-76
2026-03-06 11:23:58.351,RIOT-BLE-2,6,2260,-2,2922,-2,10094,1,-77
2026-03-06 11:23:58.545,RIOT-BLE-2,7,2260,-2,2920,-2,10066,1,-75
2026-03-06 11:24:36.502,RIOT-BLE-0,0,2025,-2,4778,-2,10118,1,-73
2026-03-06 11:24:38.955,RIOT-BLE-0,1,2024,-2,4767,-2,10118,1,-76
2026-03-06 11:24:39.548,RIOT-BLE-0,2,2025,-2,4773,-2,10118,1,-70
2026-03-06 11:24:39.551,RIOT-BLE-0,22,2003,-2,4741,-2,10119,1,-71
2026-03-06 11:24:39.653,RIOT-BLE-0,27,1997,-2,4744,-2,10161,1,-72
2026-03-06 11:24:39.897,RIOT-BLE-0,28,1998,-2,4742,-2,10120,1,-76
2026-03-06 11:24:39.902,RIOT-BLE-0,29,1999,-2,4732,-2,10119,1,-75
2026-03-06 11:24:40.499,RIOT-BLE-0,30,2000,-2,4731,-2,10118,1,-77
2026-03-06 11:24:41.148,RIOT-BLE-0,31,1998,-2,4725,-2,10119,1,-73
2026-03-06 11:24:41.151,RIOT-BLE-0,35,1996,-2,4720,-2,10119,1,-74
2026-03-06 11:24:41.198,RIOT-BLE-0,40,1995,-2,4701,-2,10119,1,-74
2026-03-06 11:24:41.850,RIOT-BLE-0,41,1996,-2,4694,-2,10119,1,-73
2026-03-06 11:24:42.199,RIOT-BLE-0,42,1997,-2,4696,-2,10119,1,-74
2026-03-06 11:24:42.202,RIOT-BLE-0,47,1997,-2,4695,-2,10119,1,-72
2026-03-06 11:24:42.449,RIOT-BLE-0,50,1999,-2,4704,-2,10118,1,-73
2026-03-06 11:24:42.452,RIOT-BLE-0,51,1998,-2,4690,-2,10119,1,-72
2026-03-06 11:24:42.598,RIOT-BLE-0,52,1998,-2,4697,-2,10119,1,-75
2026-03-06 11:24:42.700,RIOT-BLE-0,53,1998,-2,4689,-2,10119,1,-76
2026-03-06 11:24:42.876,RIOT-BLE-2,0,2080,-2,2771,-2,10041,1,-73
2026-03-06 11:24:43.050,RIOT-BLE-0,54,1998,-2,4697,-2,10119,1,-75
2026-03-06 11:24:43.100,RIOT-BLE-0,55,1998,-2,4705,-2,10119,1,-76
2026-03-06 11:24:43.177,RIOT-BLE-2,1,2080,-2,2779,-2,10041,1,-71
2026-03-06 11:24:43.225,RIOT-BLE-2,2,2080,-2,2778,-2,10041,1,-75
2026-03-06 11:24:43.227,RIOT-BLE-2,3,2078,-2,2788,-2,10042,1,-75
2026-03-06 11:24:43.479,RIOT-BLE-2,4,2078,-2,2792,-2,10042,1,-71
2026-03-06 11:24:43.483,RIOT-BLE-2,5,2078,-2,2798,-2,10041,1,-71
2026-03-06 11:24:43.725,RIOT-BLE-2,6,2078,-2,2800,-2,10041,1,-73
2026-03-06 11:24:43.727,RIOT-BLE-2,7,2077,-2,2806,-2,10042,1,-72
2026-03-06 11:24:43.825,RIOT-BLE-2,8,2075,-2,2786,-2,10041,1,-71
2026-03-06 11:24:43.925,RIOT-BLE-2,9,2075,-2,2803,-2,10041,1,-68
2026-03-06 11:24:44.025,RIOT-BLE-2,10,2075,-2,2791,-2,10042,1,-73
2026-03-06 11:24:44.126,RIOT-BLE-2,11,2074,-2,2800,-2,10042,1,-71
2026-03-06 11:24:44.199,RIOT-BLE-0,57,1998,-2,4718,-2,10120,1,-74
2026-03-06 11:24:44.274,RIOT-BLE-2,12,2073,-2,2786,-2,10041,1,-69
2026-03-06 11:24:44.350,RIOT-BLE-0,58,1999,-2,4704,-2,10120,1,-74
2026-03-06 11:24:44.376,RIOT-BLE-2,13,2072,-2,2793,-2,10041,1,-72
2026-03-06 11:24:44.474,RIOT-BLE-2,14,2072,-2,2804,-2,10042,1,-71
2026-03-06 11:24:44.601,RIOT-BLE-0,67,2001,-2,4749,-2,10120,1,-74
2026-03-06 11:24:44.625,RIOT-BLE-2,15,2071,-2,2800,-2,10041,1,-75
2026-03-06 11:24:44.726,RIOT-BLE-2,16,2069,-2,2787,-2,10042,1,-72
2026-03-06 11:24:44.925,RIOT-BLE-2,17,2068,-2,2797,-2,10042,1,-71
2026-03-06 11:24:45.124,RIOT-BLE-2,18,2068,-2,2791,-2,10042,1,-70
2026-03-06 11:24:45.128,RIOT-BLE-2,19,2066,-2,2796,-2,10042,1,-71
2026-03-06 11:24:45.226,RIOT-BLE-2,20,2065,-2,2786,-2,10042,1,-74
2026-03-06 11:24:45.274,RIOT-BLE-2,21,2066,-2,2791,-2,10042,1,-74
2026-03-06 11:24:45.476,RIOT-BLE-2,22,2066,-2,2802,-2,10042,1,-70
2026-03-06 11:24:45.600,RIOT-BLE-0,68,2002,-2,4745,-2,10119,1,-73
2026-03-06 11:24:45.605,RIOT-BLE-0,70,2002,-2,4745,-2,10119,1,-74
2026-03-06 11:24:45.625,RIOT-BLE-2,23,2066,-2,2796,-2,10041,1,-69
2026-03-06 11:24:45.628,RIOT-BLE-2,24,2065,-2,2807,-2,10041,1,-68
2026-03-06 11:24:45.800,RIOT-BLE-0,79,2003,-2,4769,-2,10119,1,-76
2026-03-06 11:24:45.976,RIOT-BLE-2,25,2068,-2,2790,-2,10110,1,-70
2026-03-06 11:24:45.978,RIOT-BLE-2,26,2063,-2,2805,-2,10066,1,-71
2026-03-06 11:24:46.125,RIOT-BLE-2,28,2059,-2,2805,-2,10042,1,-72
