2026-03-06 11:25:42.388,RIOT-BLE-2,66,1773,-2,3267,-2,10040,1,-53
2026-03-06 11:25:42.488,RIOT-BLE-2,67,1773,-2,3269,-2,10040,1,-56
2026-03-06 11:25:42.640,RIOT-BLE-2,68,1773,-2,3266,-2,10040,1,-63
2026-03-06 11:25:42.743,RIOT-BLE-2,69,1772,-2,3278,-2,10040,1,-67
2026-03-06 11:25:42.843,RIOT-BLE-2,70,1772,-2,3267,-2,10040,1,-62
2026-03-06 11:25:42.989,RIOT-BLE-2,71,1771,-2,3272,-2,10040,1,-63
2026-03-06 11:25:43.090,RIOT-BLE-2,72,1772,-2,3277,-2,10040,1,-64
2026-03-06 11:25:43.240,RIOT-BLE-2,73,1772,-2,3274,-2,10040,1,-60
2026-03-06 11:25:43.289,RIOT-BLE-2,74,1770,-2,3291,-2,10040,1,-61
2026-03-06 11:25:43.439,RIOT-BLE-2,75,1770,-2,3278,-2,10040,1,-61
2026-03-06 11:25:43.540,RIOT-BLE-2,76,1768,-2,3271,-2,10040,1,-62
2026-03-06 11:25:43.638,RIOT-BLE-2,77,1769,-2,3290,-2,10040,1,-62
2026-03-06 11:25:43.788,RIOT-BLE-2,78,1769,-2,3287,-2,10040,1,-65
2026-03-06 11:25:43.889,RIOT-BLE-2,79,1768,-2,3288,-2,10040,1,-64
2026-03-06 11:25:43.994,RIOT-BLE-2,80,1769,-2,3290,-2,10040,1,-63
2026-03-06 11:25:44.192,RIOT-BLE-2,81,1768,-2,3279,-2,10040,1,-62
2026-03-06 11:25:44.239,RIOT-BLE-2,82,1767,-2,3294,-2,10040,1,-71
2026-03-06 11:25:44.340,RIOT-BLE-2,83,1767,-2,3298,-2,10041,1,-67
2026-03-06 11:25:44.439,RIOT-BLE-2,84,1768,-2,3291,-2,10040,1,-72
2026-03-06 11:25:44.589,RIOT-BLE-2,85,1767,-2,3303,-2,10040,1,-65
2026-03-06 11:25:44.690,RIOT-BLE-2,86,1768,-2,3304,-2,10040,1,-62
2026-03-06 11:25:44.789,RIOT-BLE-2,87,1767,-2,3311,-2,10040,1,-62
2026-03-06 11:25:44.940,RIOT-BLE-2,88,1767,-2,3294,-2,10040,1,-60
2026-03-06 11:25:45.040,RIOT-BLE-2,89,1766,-2,3307,-2,10040,1,-59
2026-03-06 11:25:45.139,RIOT-BLE-2,90,1765,-2,3313,-2,10040,1,-58
2026-03-06 11:25:45.290,RIOT-BLE-2,91,1765,-2,3312,-2,10040,1,-58
2026-03-06 11:25:45.389,RIOT-BLE-2,92,1764,-2,3322,-2,10040,1,-57
2026-03-06 11:25:45.491,RIOT-BLE-2,93,1764,-2,3316,-2,10040,1,-60
2026-03-06 11:25:45.589,RIOT-BLE-2,94,1763,-2,3320,-2,10040,1,-60
2026-03-06 11:25:45.741,RIOT-BLE-2,95,1763,-2,3311,-2,10040,1,-62
2026-03-06 11:25:45.840,RIOT-BLE-2,96,1762,-2,3326,-2,10041,1,-61
2026-03-06 11:25:45.940,RIOT-BLE-2,97,1763,-2,3321,-2,10040,1,-60
2026-03-06 11:25:46.089,RIOT-BLE-2,98,1763,-2,3328,-2,10040,1,-60
2026-03-06 11:25:46.192,RIOT-BLE-2,99,1763,-2,3330,-2,10041,1,-56
2026-03-06 11:25:46.290,RIOT-BLE-2,100,1762,-2,3342,-2,10040,1,-64
2026-03-06 11:25:46.440,RIOT-BLE-2,101,1762,-2,3342,-2,10040,1,-72
2026-03-06 11:25:46.540,RIOT-BLE-2,102,1762,-2,3339,-2,10040,1,-61
2026-03-06 11:25:46.640,RIOT-BLE-2,103,1762,-2,3347,-2,10040,1,-57
2026-03-06 11:25:46.791,RIOT-BLE-2,104,1762,-2,3342,-2,10040,1,-64
2026-03-06 11:25:46.940,RIOT-BLE-2,105,1762,-2,3350,-2,10040,1,-57
2026-03-06 11:25:46.990,RIOT-BLE-2,106,1762,-2,3345,-2,10041,1,-60
2026-03-06 11:25:47.090,RIOT-BLE-2,107,1763,-2,3350,-2,10041,1,-62
2026-03-06 11:25:47.241,RIOT-BLE-2,108,1762,-2,3341,-2,10041,1,-67
2026-03-06 11:25:47.342,RIOT-BLE-2,109,1763,-2,3341,-2,10041,1,-72
2026-03-06 11:25:47.439,RIOT-BLE-2,110,1762,-2,3355,-2,10040,1,-64
2026-03-06 11:25:47.596,RIOT-BLE-2,111,1762,-2,3354,-2,10041,1,-58
