ts,device,seq,temp_val,temp_scale,hum_val,hum_scale,press_val,press_scale,rssi,environment
2026-03-06 16:34:05.917,RIOT-BLE-3,5366,,,,,,,-63,bridge
2026-03-06 16:34:06.017,RIOT-BLE-3,5367,,,,,,,-58,bridge
2026-03-06 16:34:06.117,RIOT-BLE-3,5368,,,,,,,-64,bridge
2026-03-06 16:34:06.217,RIOT-BLE-3,5369,,,,,,,-66,bridge
2026-03-06 16:34:06.317,RIOT-BLE-3,5370,,,,,,,-60,bridge
2026-03-06 16:34:06.417,RIOT-BLE-3,5371,,,,,,,-76,bridge
2026-03-06 16:34:06.517,RIOT-BLE-3,5372,,,,,,,-71,bridge
2026-03-06 16:34:06.617,RIOT-BLE-3,5373,,,,,,,-71,bridge
2026-03-06 16:34:06.717,RIOT-BLE-3,5374,,,,,,,-66,bridge
2026-03-06 16:34:06.817,RIOT-BLE-3,5375,,,,,,,-68,bridge
2026-03-06 16:34:06.917,RIOT-BLE-3,5376,,,,,,,-65,bridge
2026-03-06 16:34:07.020,RIOT-BLE-3,5377,,,,,,,-71,bridge
2026-03-06 16:34:07.119,RIOT-BLE-3,5378,,,,,,,-61,bridge
2026-03-06 16:34:07.217,RIOT-BLE-3,5379,,,,,,,-72,bridge
2026-03-06 16:34:07.317,RIOT-BLE-3,5380,,,,,,,-64,bridge
2026-03-06 16:34:07.417,RIOT-BLE-3,5381,,,,,,,-73,bridge
2026-03-06 16:34:07.517,RIOT-BLE-3,5382,,,,,,,-71,bridge
2026-03-06 16:34:07.617,RIOT-BLE-3,5383,,,,,,,-68,bridge
2026-03-06 16:34:07.717,RIOT-BLE-3,5384,,,,,,,-65,bridge
2026-03-06 16:34:07.817,RIOT-BLE-3,5385,,,,,,,-70,bridge
2026-03-06 16:34:07.917,RIOT-BLE-3,5386,,,,,,,-73,bridge
2026-03-06 16:34:08.017,RIOT-BLE-3,5387,,,,,,,-65,bridge
2026-03-06 16:34:08.117,RIOT-BLE-3,5388,,,,,,,-73,bridge
2026-03-06 16:34:08.217,RIOT-BLE-3,5389,,,,,,,-62,bridge
2026-03-06 16:34:08.317,RIOT-BLE-3,5390,,,,,,,-64,bridge
2026-03-06 16:34:08.417,RIOT-BLE-3,5391,,,,,,,-70,bridge
2026-03-06 16:34:08.517,RIOT-BLE-3,5392,,,,,,,-65,bridge
2026-03-06 16:34:08.617,RIOT-BLE-3,5393,,,,,,,-65,bridge
2026-03-06 16:34:08.717,RIOT-BLE-3,5394,,,,,,,-65,bridge
2026-03-06 16:34:08.817,RIOT-BLE-3,5395,,,,,,,-72,bridge
2026-03-06 16:34:08.917,RIOT-BLE-3,5396,,,,,,,-68,bridge
2026-03-06 16:34:09.017,RIOT-BLE-3,5397,,,,,,,-60,bridge
2026-03-06 16:34:09.117,RIOT-BLE-3,5398,,,,,,,-67,bridge
2026-03-06 16:34:09.217,RIOT-BLE-3,5399,,,,,,,-68,bridge
2026-03-06 16:34:09.467,RIOT-BLE-3,5400,,,,,,,-72,bridge
2026-03-06 16:34:09.470,RIOT-BLE-3,5401,,,,,,,-72,bridge
2026-03-06 16:34:09.517,RIOT-BLE-3,5402,,,,,,,-69,bridge
2026-03-06 16:34:09.622,RIOT-BLE-3,5403,,,,,,,-68,bridge
2026-03-06 16:34:09.722,RIOT-BLE-3,5404,,,,,,,-70,bridge
2026-03-06 16:34:09.822,RIOT-BLE-3,5405,,,,,,,-69,bridge
2026-03-06 16:34:09.922,RIOT-BLE-3,5406,,,,,,,-63,bridge
2026-03-06 16:34:10.017,RIOT-BLE-3,5407,,,,,,,-71,bridge
2026-03-06 16:34:10.117,RIOT-BLE-3,5408,,,,,,,-67,bridge
2026-03-06 16:34:10.218,RIOT-BLE-3,5409,,,,,,,-66,bridge
2026-03-06 16:34:10.317,RIOT-BLE-3,5410,,,,,,,-66,bridge
2026-03-06 16:34:10.417,RIOT-BLE-3,5411,,,,,,,-69,bridge
2026-03-06 16:34:10.567,RIOT-BLE-3,5412,,,,,,,-67,bridge
2026-03-06 16:34:10.667,RIOT-BLE-3,5413,,,,,,,-68,bridge
2026-03-06 16:34:10.767,RIOT-BLE-3,5414,,,,,,,-72,bridge
2026-03-06 16:34:10.867,RIOT-BLE-3,5415,,,,,,,-71,bridge
2026-03-06 16:34:10.968,RIOT-BLE-3,5416,,,,,,,-69,bridge
2026-03-06 16:34:11.068,RIOT-BLE-3,5417,,,,,,,-75,bridge
2026-03-06 16:34:11.168,RIOT-BLE-3,5418,,,,,,,-70,bridge
2026-03-06 16:34:11.367,RIOT-BLE-3,5419,,,,,,,-74,bridge
2026-03-06 16:34:11.370,RIOT-BLE-3,5420,,,,,,,-74,bridge
2026-03-06 16:34:11.469,RIOT-BLE-3,5421,,,,,,,-75,bridge
2026-03-06 16:34:11.571,RIOT-BLE-3,5422,,,,,,,-76,bridge
2026-03-06 16:34:11.874,RIOT-BLE-3,5423,,,,,,,-71,bridge
2026-03-06 16:34:11.876,RIOT-BLE-3,5424,,,,,,,-71,bridge
2026-03-06 16:34:12.018,RIOT-BLE-3,5426,,,,,,,-64,bridge
2026-03-06 16:34:12.118,RIOT-BLE-3,5427,,,,,,,-71,bridge
2026-03-06 16:34:12.168,RIOT-BLE-3,5428,,,,,,,-72,bridge
2026-03-06 16:34:12.268,RIOT-BLE-3,5429,,,,,,,-67,bridge
2026-03-06 16:34:12.368,RIOT-BLE-3,5430,,,,,,,-68,bridge
2026-03-06 16:34:12.468,RIOT-BLE-3,5431,,,,,,,-71,bridge
2026-03-06 16:34:12.568,RIOT-BLE-3,5432,,,,,,,-64,bridge
2026-03-06 16:34:12.668,RIOT-BLE-3,5433,,,,,,,-61,bridge
2026-03-06 16:34:12.768,RIOT-BLE-3,5434,,,,,,,-72,bridge
2026-03-06 16:34:12.867,RIOT-BLE-3,5435,,,,,,,-68,bridge
2026-03-06 16:34:12.967,RIOT-BLE-3,5436,,,,,,,-62,bridge
2026-03-06 16:34:13.068,RIOT-BLE-3,5437,,,,,,,-70,bridge
2026-03-06 16:34:13.168,RIOT-BLE-3,5438,,,,,,,-65,bridge
2026-03-06 16:34:13.268,RIOT-BLE-3,5439,,,,,,,-62,bridge
2026-03-06 16:34:13.368,RIOT-BLE-3,5440,,,,,,,-64,bridge
2026-03-06 16:34:13.468,RIOT-BLE-3,5441,,,,,,,-67,bridge
2026-03-06 16:34:13.569,RIOT-BLE-3,5442,,,,,,,-73,bridge
2026-03-06 16:34:13.668,RIOT-BLE-3,5443,,,,,,,-73,bridge
2026-03-06 16:34:13.768,RIOT-BLE-3,5444,,,,,,,-63,bridge
2026-03-06 16:34:13.868,RIOT-BLE-3,5445,,,,,,,-62,bridge
2026-03-06 16:34:13.969,RIOT-BLE-3,5446,,,,,,,-76,bridge
2026-03-06 16:34:14.068,RIOT-BLE-3,5447,,,,,,,-65,bridge
2026-03-06 16:34:14.168,RIOT-BLE-3,5448,,,,,,,-65,bridge
2026-03-06 16:34:14.268,RIOT-BLE-3,5449,,,,,,,-66,bridge
2026-03-06 16:34:14.368,RIOT-BLE-3,5450,,,,,,,-66,bridge
2026-03-06 16:34:14.468,RIOT-BLE-3,5451,,,,,,,-65,bridge
2026-03-06 16:34:14.568,RIOT-BLE-3,5452,,,,,,,-72,bridge
2026-03-06 16:34:14.668,RIOT-BLE-3,5453,,,,,,,-68,bridge
2026-03-06 16:34:14.768,RIOT-BLE-3,5454,,,,,,,-67,bridge
2026-03-06 16:34:14.968,RIOT-BLE-3,5455,,,,,,,-65,bridge
2026-03-06 16:34:14.970,RIOT-BLE-3,5456,,,,,,,-65,bridge
2026-03-06 16:34:15.068,RIOT-BLE-3,5457,,,,,,,-72,bridge
2026-03-06 16:34:15.168,RIOT-BLE-3,5458,,,,,,,-65,bridge
2026-03-06 16:34:15.268,RIOT-BLE-3,5459,,,,,,,-63,bridge
2026-03-06 16:34:15.368,RIOT-BLE-3,5460,,,,,,,-68,bridge
2026-03-06 16:34:15.468,RIOT-BLE-3,5461,,,,,,,-65,bridge
2026-03-06 16:34:15.569,RIOT-BLE-3,5462,,,,,,,-63,bridge
2026-03-06 16:34:15.671,RIOT-BLE-3,5463,,,,,,,-66,bridge
2026-03-06 16:34:15.768,RIOT-BLE-3,5464,,,,,,,-68,bridge
2026-03-06 16:34:15.868,RIOT-BLE-3,5465,,,,,,,-62,bridge
2026-03-06 16:34:15.968,RIOT-BLE-3,5466,,,,,,,-61,bridge
2026-03-06 16:34:16.068,RIOT-BLE-3,5467,,,,,,,-62,bridge
2026-03-06 16:34:16.168,RIOT-BLE-3,5468,,,,,,,-62,bridge
2026-03-06 16:34:16.268,RIOT-BLE-3,5469,,,,,,,-62,bridge
2026-03-06 16:34:16.368,RIOT-BLE-3,5470,,,,,,,-62,bridge
2026-03-06 16:34:16.468,RIOT-BLE-3,5471,,,,,,,-67,bridge
2026-03-06 16:34:16.568,RIOT-BLE-3,5472,,,,,,,-73,bridge
2026-03-06 16:34:16.668,RIOT-BLE-3,5473,,,,,,,-61,bridge
2026-03-06 16:34:16.768,RIOT-BLE-3,5474,,,,,,,-66,bridge
2026-03-06 16:34:16.869,RIOT-BLE-3,5475,,,,,,,-66,bridge
2026-03-06 16:34:16.968,RIOT-BLE-3,5476,,,,,,,-61,bridge
2026-03-06 16:34:17.068,RIOT-BLE-3,5477,,,,,,,-70,bridge
2026-03-06 16:34:17.170,RIOT-BLE-3,5478,,,,,,,-63,bridge
2026-03-06 16:34:17.273,RIOT-BLE-3,5479,,,,,,,-65,bridge
2026-03-06 16:34:17.368,RIOT-BLE-3,5480,,,,,,,-75,bridge
2026-03-06 16:34:17.468,RIOT-BLE-3,5481,,,,,,,-62,bridge
2026-03-06 16:34:17.573,RIOT-BLE-3,5482,,,,,,,-62,bridge
2026-03-06 16:34:17.668,RIOT-BLE-3,5483,,,,,,,-61,bridge
2026-03-06 16:34:17.768,RIOT-BLE-3,5484,,,,,,,-68,bridge
2026-03-06 16:34:17.868,RIOT-BLE-3,5485,,,,,,,-62,bridge
2026-03-06 16:34:17.973,RIOT-BLE-3,5486,,,,,,,-65,bridge
2026-03-06 16:34:18.068,RIOT-BLE-3,5487,,,,,,,-65,bridge
2026-03-06 16:34:18.169,RIOT-BLE-3,5488,,,,,,,-62,bridge
2026-03-06 16:34:18.268,RIOT-BLE-3,5489,,,,,,,-67,bridge
2026-03-06 16:34:18.368,RIOT-BLE-3,5490,,,,,,,-72,bridge
2026-03-06 16:34:18.469,RIOT-BLE-3,5491,,,,,,,-69,bridge
2026-03-06 16:34:18.568,RIOT-BLE-3,5492,,,,,,,-63,bridge
2026-03-06 16:34:18.668,RIOT-BLE-3,5493,,,,,,,-60,bridge
2026-03-06 16:34:18.768,RIOT-BLE-3,5494,,,,,,,-61,bridge
2026-03-06 16:34:18.869,RIOT-BLE-3,5495,,,,,,,-62,bridge
2026-03-06 16:34:18.968,RIOT-BLE-3,5496,,,,,,,-60,bridge
2026-03-06 16:34:19.068,RIOT-BLE-3,5497,,,,,,,-58,bridge
2026-03-06 16:34:19.169,RIOT-BLE-3,5498,,,,,,,-61,bridge
2026-03-06 16:34:19.269,RIOT-BLE-3,5499,,,,,,,-61,bridge
2026-03-06 16:34:19.369,RIOT-BLE-3,5500,,,,,,,-58,bridge
2026-03-06 16:34:19.469,RIOT-BLE-3,5501,,,,,,,-67,bridge
2026-03-06 16:34:19.568,RIOT-BLE-3,5502,,,,,,,-66,bridge
2026-03-06 16:34:19.668,RIOT-BLE-3,5503,,,,,,,-65,bridge
2026-03-06 16:34:19.769,RIOT-BLE-3,5504,,,,,,,-62,bridge
2026-03-06 16:34:19.919,RIOT-BLE-3,5505,,,,,,,-60,bridge
2026-03-06 16:34:19.974,RIOT-BLE-3,5506,,,,,,,-65,bridge
2026-03-06 16:34:20.069,RIOT-BLE-3,5507,,,,,,,-62,bridge
2026-03-06 16:34:20.169,RIOT-BLE-3,5508,,,,,,,-62,bridge
2026-03-06 16:34:20.269,RIOT-BLE-3,5509,,,,,,,-66,bridge
2026-03-06 16:34:20.369,RIOT-BLE-3,5510,,,,,,,-64,bridge
2026-03-06 16:34:20.469,RIOT-BLE-3,5511,,,,,,,-63,bridge
2026-03-06 16:34:20.569,RIOT-BLE-3,5512,,,,,,,-63,bridge
2026-03-06 16:34:20.669,RIOT-BLE-3,5513,,,,,,,-66,bridge
2026-03-06 16:34:20.769,RIOT-BLE-3,5514,,,,,,,-64,bridge
2026-03-06 16:34:20.869,RIOT-BLE-3,5515,,,,,,,-61,bridge
2026-03-06 16:34:20.969,RIOT-BLE-3,5516,,,,,,,-65,bridge
2026-03-06 16:34:21.069,RIOT-BLE-3,5517,,,,,,,-64,bridge
2026-03-06 16:34:21.169,RIOT-BLE-3,5518,,,,,,,-61,bridge
2026-03-06 16:34:21.269,RIOT-BLE-3,5519,,,,,,,-63,bridge
2026-03-06 16:34:21.369,RIOT-BLE-3,5520,,,,,,,-60,bridge
2026-03-06 16:34:21.469,RIOT-BLE-3,5521,,,,,,,-65,bridge
2026-03-06 16:34:21.569,RIOT-BLE-3,5522,,,,,,,-69,bridge
2026-03-06 16:34:21.669,RIOT-BLE-3,5523,,,,,,,-66,bridge
2026-03-06 16:34:21.769,RIOT-BLE-3,5524,,,,,,,-70,bridge
2026-03-06 16:34:21.869,RIOT-BLE-3,5525,,,,,,,-62,bridge
2026-03-06 16:34:21.969,RIOT-BLE-3,5526,,,,,,,-63,bridge
2026-03-06 16:34:22.069,RIOT-BLE-3,5527,,,,,,,-68,bridge
2026-03-06 16:34:22.169,RIOT-BLE-3,5528,,,,,,,-61,bridge
2026-03-06 16:34:22.319,RIOT-BLE-3,5529,,,,,,,-70,bridge
2026-03-06 16:34:22.373,RIOT-BLE-3,5530,,,,,,,-67,bridge
2026-03-06 16:34:22.474,RIOT-BLE-3,5531,,,,,,,-61,bridge
2026-03-06 16:34:22.569,RIOT-BLE-3,5532,,,,,,,-63,bridge
2026-03-06 16:34:22.669,RIOT-BLE-3,5533,,,,,,,-65,bridge
2026-03-06 16:34:22.769,RIOT-BLE-3,5534,,,,,,,-64,bridge
2026-03-06 16:34:22.869,RIOT-BLE-3,5535,,,,,,,-65,bridge
2026-03-06 16:34:22.969,RIOT-BLE-3,5536,,,,,,,-67,bridge
2026-03-06 16:34:23.069,RIOT-BLE-3,5537,,,,,,,-65,bridge
2026-03-06 16:34:23.169,RIOT-BLE-3,5538,,,,,,,-62,bridge
2026-03-06 16:34:23.269,RIOT-BLE-3,5539,,,,,,,-65,bridge
2026-03-06 16:34:23.369,RIOT-BLE-3,5540,,,,,,,-63,bridge
2026-03-06 16:34:23.469,RIOT-BLE-3,5541,,,,,,,-63,bridge
2026-03-06 16:34:23.569,RIOT-BLE-3,5542,,,,,,,-62,bridge
2026-03-06 16:34:23.669,RIOT-BLE-3,5543,,,,,,,-63,bridge
2026-03-06 16:34:23.769,RIOT-BLE-3,5544,,,,,,,-65,bridge
2026-03-06 16:34:23.869,RIOT-BLE-3,5545,,,,,,,-61,bridge
2026-03-06 16:34:23.969,RIOT-BLE-3,5546,,,,,,,-66,bridge
2026-03-06 16:34:24.069,RIOT-BLE-3,5547,,,,,,,-63,bridge
2026-03-06 16:34:24.172,RIOT-BLE-3,5548,,,,,,,-65,bridge
2026-03-06 16:34:24.271,RIOT-BLE-3,5549,,,,,,,-67,bridge
2026-03-06 16:34:24.373,RIOT-BLE-3,5550,,,,,,,-63,bridge
2026-03-06 16:34:24.469,RIOT-BLE-3,5551,,,,,,,-68,bridge
2026-03-06 16:34:24.569,RIOT-BLE-3,5552,,,,,,,-63,bridge
2026-03-06 16:34:24.669,RIOT-BLE-3,5553,,,,,,,-62,bridge
2026-03-06 16:34:24.769,RIOT-BLE-3,5554,,,,,,,-61,bridge
2026-03-06 16:34:24.869,RIOT-BLE-3,5555,,,,,,,-64,bridge
2026-03-06 16:34:24.969,RIOT-BLE-3,5556,,,,,,,-65,bridge
2026-03-06 16:34:25.069,RIOT-BLE-3,5557,,,,,,,-61,bridge
2026-03-06 16:34:25.170,RIOT-BLE-3,5558,,,,,,,-61,bridge
2026-03-06 16:34:25.270,RIOT-BLE-3,5559,,,,,,,-62,bridge
2026-03-06 16:34:25.369,RIOT-BLE-3,5560,,,,,,,-61,bridge
2026-03-06 16:34:25.469,RIOT-BLE-3,5561,,,,,,,-60,bridge
2026-03-06 16:34:25.569,RIOT-BLE-3,5562,,,,,,,-62,bridge
2026-03-06 16:34:25.670,RIOT-BLE-3,5563,,,,,,,-63,bridge
2026-03-06 16:34:25.770,RIOT-BLE-3,5564,,,,,,,-64,bridge
2026-03-06 16:34:25.869,RIOT-BLE-3,5565,,,,,,,-64,bridge
2026-03-06 16:34:25.970,RIOT-BLE-3,5566,,,,,,,-63,bridge
2026-03-06 16:34:26.069,RIOT-BLE-3,5567,,,,,,,-63,bridge
2026-03-06 16:34:26.170,RIOT-BLE-3,5568,,,,,,,-67,bridge
2026-03-06 16:34:26.270,RIOT-BLE-3,5569,,,,,,,-61,bridge
2026-03-06 16:34:26.369,RIOT-BLE-3,5570,,,,,,,-61,bridge
2026-03-06 16:34:26.470,RIOT-BLE-3,5571,,,,,,,-65,bridge
2026-03-06 16:34:26.569,RIOT-BLE-3,5572,,,,,,,-63,bridge
2026-03-06 16:34:26.670,RIOT-BLE-3,5573,,,,,,,-64,bridge
2026-03-06 16:34:26.770,RIOT-BLE-3,5574,,,,,,,-64,bridge
2026-03-06 16:34:26.870,RIOT-BLE-3,5575,,,,,,,-63,bridge
2026-03-06 16:34:26.969,RIOT-BLE-3,5576,,,,,,,-64,bridge
2026-03-06 16:34:27.070,RIOT-BLE-3,5577,,,,,,,-61,bridge
2026-03-06 16:34:27.170,RIOT-BLE-3,5578,,,,,,,-60,bridge
2026-03-06 16:34:27.270,RIOT-BLE-3,5579,,,,,,,-61,bridge
2026-03-06 16:34:27.370,RIOT-BLE-3,5580,,,,,,,-61,bridge
2026-03-06 16:34:27.470,RIOT-BLE-3,5581,,,,,,,-63,bridge
2026-03-06 16:34:27.570,RIOT-BLE-3,5582,,,,,,,-62,bridge
2026-03-06 16:34:27.675,RIOT-BLE-3,5583,,,,,,,-63,bridge
2026-03-06 16:34:27.770,RIOT-BLE-3,5584,,,,,,,-62,bridge
2026-03-06 16:34:27.870,RIOT-BLE-3,5585,,,,,,,-63,bridge
2026-03-06 16:34:27.970,RIOT-BLE-3,5586,,,,,,,-65,bridge
2026-03-06 16:34:28.073,RIOT-BLE-3,5587,,,,,,,-64,bridge
2026-03-06 16:34:28.172,RIOT-BLE-3,5588,,,,,,,-64,bridge
2026-03-06 16:34:28.274,RIOT-BLE-3,5589,,,,,,,-63,bridge
2026-03-06 16:34:28.370,RIOT-BLE-3,5590,,,,,,,-61,bridge
2026-03-06 16:34:28.470,RIOT-BLE-3,5591,,,,,,,-63,bridge
2026-03-06 16:34:28.570,RIOT-BLE-3,5592,,,,,,,-64,bridge
2026-03-06 16:34:28.670,RIOT-BLE-3,5593,,,,,,,-64,bridge
2026-03-06 16:34:28.770,RIOT-BLE-3,5594,,,,,,,-64,bridge
2026-03-06 16:34:28.870,RIOT-BLE-3,5595,,,,,,,-64,bridge
2026-03-06 16:34:28.970,RIOT-BLE-3,5596,,,,,,,-64,bridge
2026-03-06 16:34:29.070,RIOT-BLE-3,5597,,,,,,,-64,bridge
2026-03-06 16:34:29.170,RIOT-BLE-3,5598,,,,,,,-62,bridge
2026-03-06 16:34:29.270,RIOT-BLE-3,5599,,,,,,,-64,bridge
2026-03-06 16:34:29.370,RIOT-BLE-3,5600,,,,,,,-62,bridge
2026-03-06 16:34:29.470,RIOT-BLE-3,5601,,,,,,,-64,bridge
2026-03-06 16:34:29.570,RIOT-BLE-3,5602,,,,,,,-62,bridge
2026-03-06 16:34:29.670,RIOT-BLE-3,5603,,,,,,,-69,bridge
2026-03-06 16:34:29.770,RIOT-BLE-3,5604,,,,,,,-67,bridge
2026-03-06 16:34:29.870,RIOT-BLE-3,5605,,,,,,,-64,bridge
2026-03-06 16:34:29.970,RIOT-BLE-3,5606,,,,,,,-65,bridge
2026-03-06 16:34:30.070,RIOT-BLE-3,5607,,,,,,,-62,bridge
2026-03-06 16:34:30.170,RIOT-BLE-3,5608,,,,,,,-65,bridge
2026-03-06 16:34:30.270,RIOT-BLE-3,5609,,,,,,,-57,bridge
2026-03-06 16:34:30.370,RIOT-BLE-3,5610,,,,,,,-63,bridge
2026-03-06 16:34:30.470,RIOT-BLE-3,5611,,,,,,,-63,bridge
2026-03-06 16:34:30.570,RIOT-BLE-3,5612,,,,,,,-59,bridge
2026-03-06 16:34:30.670,RIOT-BLE-3,5613,,,,,,,-67,bridge
2026-03-06 16:34:30.770,RIOT-BLE-3,5614,,,,,,,-64,bridge
2026-03-06 16:34:30.870,RIOT-BLE-3,5615,,,,,,,-65,bridge
2026-03-06 16:34:30.970,RIOT-BLE-3,5616,,,,,,,-67,bridge
2026-03-06 16:34:31.070,RIOT-BLE-3,5617,,,,,,,-64,bridge
2026-03-06 16:34:31.170,RIOT-BLE-3,5618,,,,,,,-66,bridge
2026-03-06 16:34:31.270,RIOT-BLE-3,5619,,,,,,,-62,bridge
2026-03-06 16:34:31.370,RIOT-BLE-3,5620,,,,,,,-64,bridge
2026-03-06 16:34:31.474,RIOT-BLE-3,5621,,,,,,,-62,bridge
2026-03-06 16:34:31.570,RIOT-BLE-3,5622,,,,,,,-65,bridge
2026-03-06 16:34:31.670,RIOT-BLE-3,5623,,,,,,,-63,bridge
2026-03-06 16:34:31.770,RIOT-BLE-3,5624,,,,,,,-64,bridge
2026-03-06 16:34:31.871,RIOT-BLE-3,5625,,,,,,,-64,bridge
2026-03-06 16:34:31.970,RIOT-BLE-3,5626,,,,,,,-65,bridge
2026-03-06 16:34:32.070,RIOT-BLE-3,5627,,,,,,,-60,bridge
2026-03-06 16:34:32.176,RIOT-BLE-3,5628,,,,,,,-65,bridge
2026-03-06 16:34:32.270,RIOT-BLE-3,5629,,,,,,,-62,bridge
2026-03-06 16:34:32.370,RIOT-BLE-3,5630,,,,,,,-61,bridge
2026-03-06 16:34:32.471,RIOT-BLE-3,5631,,,,,,,-62,bridge
2026-03-06 16:34:32.570,RIOT-BLE-3,5632,,,,,,,-63,bridge
2026-03-06 16:34:32.670,RIOT-BLE-3,5633,,,,,,,-64,bridge
2026-03-06 16:34:32.770,RIOT-BLE-3,5634,,,,,,,-62,bridge
2026-03-06 16:34:32.870,RIOT-BLE-3,5635,,,,,,,-65,bridge
2026-03-06 16:34:32.971,RIOT-BLE-3,5636,,,,,,,-65,bridge
2026-03-06 16:34:33.070,RIOT-BLE-3,5637,,,,,,,-65,bridge
2026-03-06 16:34:33.171,RIOT-BLE-3,5638,,,,,,,-63,bridge
2026-03-06 16:34:33.271,RIOT-BLE-3,5639,,,,,,,-65,bridge
2026-03-06 16:34:33.371,RIOT-BLE-3,5640,,,,,,,-65,bridge
2026-03-06 16:34:33.471,RIOT-BLE-3,5641,,,,,,,-63,bridge
2026-03-06 16:34:33.621,RIOT-BLE-3,5642,,,,,,,-64,bridge
2026-03-06 16:34:33.720,RIOT-BLE-3,5643,,,,,,,-64,bridge
2026-03-06 16:34:33.771,RIOT-BLE-3,5644,,,,,,,-62,bridge
2026-03-06 16:34:33.871,RIOT-BLE-3,5645,,,,,,,-67,bridge
2026-03-06 16:34:33.971,RIOT-BLE-3,5646,,,,,,,-64,bridge
2026-03-06 16:34:34.071,RIOT-BLE-3,5647,,,,,,,-64,bridge
2026-03-06 16:34:34.171,RIOT-BLE-3,5648,,,,,,,-64,bridge
2026-03-06 16:34:34.271,RIOT-BLE-3,5649,,,,,,,-66,bridge
2026-03-06 16:34:34.371,RIOT-BLE-3,5650,,,,,,,-64,bridge
2026-03-06 16:34:34.471,RIOT-BLE-3,5651,,,,,,,-69,bridge
2026-03-06 16:34:34.571,RIOT-BLE-3,5652,,,,,,,-64,bridge
2026-03-06 16:34:34.671,RIOT-BLE-3,5653,,,,,,,-62,bridge
2026-03-06 16:34:34.772,RIOT-BLE-3,5654,,,,,,,-64,bridge
2026-03-06 16:34:34.871,RIOT-BLE-3,5655,,,,,,,-66,bridge
2026-03-06 16:34:34.971,RIOT-BLE-3,5656,,,,,,,-62,bridge
2026-03-06 16:34:35.071,RIOT-BLE-3,5657,,,,,,,-62,bridge
2026-03-06 16:34:35.171,RIOT-BLE-3,5658,,,,,,,-67,bridge
2026-03-06 16:34:35.271,RIOT-BLE-3,5659,,,,,,,-66,bridge
2026-03-06 16:34:35.371,RIOT-BLE-3,5660,,,,,,,-68,bridge
2026-03-06 16:34:35.471,RIOT-BLE-3,5661,,,,,,,-75,bridge
2026-03-06 16:34:35.571,RIOT-BLE-3,5662,,,,,,,-65,bridge
2026-03-06 16:34:35.671,RIOT-BLE-3,5663,,,,,,,-66,bridge
2026-03-06 16:34:35.771,RIOT-BLE-3,5664,,,,,,,-61,bridge
2026-03-06 16:34:35.871,RIOT-BLE-3,5665,,,,,,,-64,bridge
2026-03-06 16:34:35.971,RIOT-BLE-3,5666,,,,,,,-63,bridge
2026-03-06 16:34:36.071,RIOT-BLE-3,5667,,,,,,,-61,bridge
2026-03-06 16:34:36.171,RIOT-BLE-3,5668,,,,,,,-58,bridge
2026-03-06 16:34:36.271,RIOT-BLE-3,5669,,,,,,,-63,bridge
2026-03-06 16:34:36.371,RIOT-BLE-3,5670,,,,,,,-66,bridge
2026-03-06 16:34:36.471,RIOT-BLE-3,5671,,,,,,,-71,bridge
