ts,device,seq,temp_val,temp_scale,hum_val,hum_scale,press_val,press_scale,rssi,environment
2026-03-06 16:35:56.145,RIOT-BLE-2,45,,,,,,,-77,bridge
2026-03-06 16:35:56.147,RIOT-BLE-2,46,,,,,,,-78,bridge
2026-03-06 16:35:56.195,RIOT-BLE-2,51,,,,,,,-76,bridge
2026-03-06 16:35:56.495,RIOT-BLE-2,52,,,,,,,-81,bridge
2026-03-06 16:35:56.497,RIOT-BLE-2,53,,,,,,,-81,bridge
2026-03-06 16:35:56.745,RIOT-BLE-2,55,,,,,,,-77,bridge
2026-03-06 16:35:56.747,RIOT-BLE-2,56,,,,,,,-78,bridge
2026-03-06 16:35:56.795,RIOT-BLE-2,57,,,,,,,-77,bridge
2026-03-06 16:35:56.995,RIOT-BLE-2,58,,,,,,,-78,bridge
2026-03-06 16:35:56.997,RIOT-BLE-2,59,,,,,,,-78,bridge
2026-03-06 16:35:57.245,RIOT-BLE-2,60,,,,,,,-76,bridge
2026-03-06 16:35:57.247,RIOT-BLE-2,61,,,,,,,-77,bridge
2026-03-06 16:35:57.695,RIOT-BLE-2,62,,,,,,,-76,bridge
2026-03-06 16:35:57.697,RIOT-BLE-2,64,,,,,,,-74,bridge
2026-03-06 16:35:57.895,RIOT-BLE-2,67,,,,,,,-77,bridge
2026-03-06 16:35:57.897,RIOT-BLE-2,68,,,,,,,-76,bridge
2026-03-06 16:35:58.046,RIOT-BLE-2,69,,,,,,,-76,bridge
2026-03-06 16:35:58.095,RIOT-BLE-2,70,,,,,,,-77,bridge
2026-03-06 16:35:58.295,RIOT-BLE-2,71,,,,,,,-75,bridge
2026-03-06 16:35:58.495,RIOT-BLE-2,72,,,,,,,-75,bridge
2026-03-06 16:35:58.545,RIOT-BLE-2,73,,,,,,,-81,bridge
2026-03-06 16:35:58.746,RIOT-BLE-2,75,,,,,,,-78,bridge
2026-03-06 16:35:58.748,RIOT-BLE-2,76,,,,,,,-78,bridge
2026-03-06 16:35:59.095,RIOT-BLE-2,77,,,,,,,-77,bridge
2026-03-06 16:35:59.097,RIOT-BLE-2,78,,,,,,,-78,bridge
2026-03-06 16:35:59.395,RIOT-BLE-2,80,,,,,,,-74,bridge
2026-03-06 16:35:59.397,RIOT-BLE-2,81,,,,,,,-76,bridge
2026-03-06 16:35:59.445,RIOT-BLE-2,83,,,,,,,-75,bridge
2026-03-06 16:35:59.595,RIOT-BLE-2,84,,,,,,,-79,bridge
2026-03-06 16:35:59.745,RIOT-BLE-2,85,,,,,,,-79,bridge
2026-03-06 16:35:59.845,RIOT-BLE-2,86,,,,,,,-74,bridge
2026-03-06 16:35:59.847,RIOT-BLE-2,87,,,,,,,-75,bridge
2026-03-06 16:35:59.945,RIOT-BLE-2,88,,,,,,,-79,bridge
2026-03-06 16:36:00.245,RIOT-BLE-2,89,,,,,,,-79,bridge
2026-03-06 16:36:00.248,RIOT-BLE-2,90,,,,,,,-79,bridge
2026-03-06 16:36:00.495,RIOT-BLE-2,92,,,,,,,-78,bridge
2026-03-06 16:36:00.497,RIOT-BLE-2,93,,,,,,,-78,bridge
2026-03-06 16:36:00.545,RIOT-BLE-2,94,,,,,,,-79,bridge
2026-03-06 16:36:00.845,RIOT-BLE-2,95,,,,,,,-76,bridge
2026-03-06 16:36:00.847,RIOT-BLE-2,96,,,,,,,-77,bridge
2026-03-06 16:36:01.045,RIOT-BLE-2,98,,,,,,,-76,bridge
2026-03-06 16:36:01.047,RIOT-BLE-2,99,,,,,,,-76,bridge
2026-03-06 16:36:01.295,RIOT-BLE-2,100,,,,,,,-80,bridge
2026-03-06 16:36:01.297,RIOT-BLE-2,101,,,,,,,-79,bridge
2026-03-06 16:36:01.795,RIOT-BLE-2,102,,,,,,,-78,bridge
2026-03-06 16:36:01.995,RIOT-BLE-2,103,,,,,,,-72,bridge
2026-03-06 16:36:01.997,RIOT-BLE-2,107,,,,,,,-73,bridge
2026-03-06 16:36:02.145,RIOT-BLE-2,109,,,,,,,-73,bridge
2026-03-06 16:36:02.148,RIOT-BLE-2,110,,,,,,,-74,bridge
2026-03-06 16:36:02.695,RIOT-BLE-2,111,,,,,,,-76,bridge
2026-03-06 16:36:02.697,RIOT-BLE-2,112,,,,,,,-76,bridge
2026-03-06 16:36:03.245,RIOT-BLE-2,116,,,,,,,-83,bridge
2026-03-06 16:36:03.445,RIOT-BLE-2,117,,,,,,,-79,bridge
2026-03-06 16:36:03.448,RIOT-BLE-2,122,,,,,,,-80,bridge
2026-03-06 16:36:03.646,RIOT-BLE-2,124,,,,,,,-80,bridge
2026-03-06 16:36:03.648,RIOT-BLE-2,125,,,,,,,-80,bridge
2026-03-06 16:36:03.746,RIOT-BLE-2,126,,,,,,,-79,bridge
2026-03-06 16:36:04.495,RIOT-BLE-2,127,,,,,,,-78,bridge
2026-03-06 16:36:04.497,RIOT-BLE-2,128,,,,,,,-78,bridge
2026-03-06 16:36:05.545,RIOT-BLE-2,134,,,,,,,-75,bridge
2026-03-06 16:36:05.548,RIOT-BLE-2,135,,,,,,,-74,bridge
2026-03-06 16:36:05.595,RIOT-BLE-2,144,,,,,,,-78,bridge
2026-03-06 16:36:05.945,RIOT-BLE-2,145,,,,,,,-75,bridge
2026-03-06 16:36:05.947,RIOT-BLE-2,146,,,,,,,-75,bridge
2026-03-06 16:36:06.045,RIOT-BLE-2,148,,,,,,,-77,bridge
2026-03-06 16:36:06.345,RIOT-BLE-2,149,,,,,,,-74,bridge
2026-03-06 16:36:06.347,RIOT-BLE-2,150,,,,,,,-74,bridge
2026-03-06 16:36:06.546,RIOT-BLE-2,152,,,,,,,-77,bridge
2026-03-06 16:36:06.547,RIOT-BLE-2,153,,,,,,,-77,bridge
2026-03-06 16:36:06.695,RIOT-BLE-2,154,,,,,,,-76,bridge
2026-03-06 16:36:06.697,RIOT-BLE-2,155,,,,,,,-76,bridge
2026-03-06 16:36:06.895,RIOT-BLE-2,156,,,,,,,-74,bridge
2026-03-06 16:36:06.898,RIOT-BLE-2,157,,,,,,,-73,bridge
2026-03-06 16:36:07.145,RIOT-BLE-2,158,,,,,,,-77,bridge
2026-03-06 16:36:07.148,RIOT-BLE-2,159,,,,,,,-78,bridge
2026-03-06 16:36:07.445,RIOT-BLE-2,160,,,,,,,-78,bridge
2026-03-06 16:36:07.447,RIOT-BLE-2,161,,,,,,,-77,bridge
2026-03-06 16:36:08.045,RIOT-BLE-2,163,,,,,,,-75,bridge
2026-03-06 16:36:08.047,RIOT-BLE-2,164,,,,,,,-76,bridge
2026-03-06 16:36:08.395,RIOT-BLE-2,169,,,,,,,-76,bridge
2026-03-06 16:36:08.397,RIOT-BLE-2,170,,,,,,,-76,bridge
2026-03-06 16:36:08.545,RIOT-BLE-2,173,,,,,,,-73,bridge
2026-03-06 16:36:08.595,RIOT-BLE-2,174,,,,,,,-74,bridge
2026-03-06 16:36:08.696,RIOT-BLE-2,175,,,,,,,-75,bridge
2026-03-06 16:36:08.945,RIOT-BLE-2,176,,,,,,,-80,bridge
2026-03-06 16:36:08.948,RIOT-BLE-2,177,,,,,,,-80,bridge
2026-03-06 16:36:09.145,RIOT-BLE-2,178,,,,,,,-78,bridge
2026-03-06 16:36:09.148,RIOT-BLE-2,179,,,,,,,-79,bridge
2026-03-06 16:36:09.245,RIOT-BLE-2,180,,,,,,,-80,bridge
2026-03-06 16:36:09.795,RIOT-BLE-2,181,,,,,,,-75,bridge
2026-03-06 16:36:09.797,RIOT-BLE-2,182,,,,,,,-75,bridge
2026-03-06 16:36:09.945,RIOT-BLE-2,187,,,,,,,-74,bridge
2026-03-06 16:36:10.046,RIOT-BLE-2,188,,,,,,,-79,bridge
2026-03-06 16:36:10.445,RIOT-BLE-2,189,,,,,,,-76,bridge
2026-03-06 16:36:10.448,RIOT-BLE-2,190,,,,,,,-76,bridge
2026-03-06 16:36:10.545,RIOT-BLE-2,193,,,,,,,-78,bridge
2026-03-06 16:36:10.696,RIOT-BLE-2,194,,,,,,,-77,bridge
2026-03-06 16:36:10.895,RIOT-BLE-2,195,,,,,,,-76,bridge
2026-03-06 16:36:11.248,RIOT-BLE-2,196,,,,,,,-78,bridge
2026-03-06 16:36:11.248,RIOT-BLE-2,197,,,,,,,-78,bridge
2026-03-06 16:36:11.445,RIOT-BLE-2,201,,,,,,,-79,bridge
2026-03-06 16:36:11.448,RIOT-BLE-2,202,,,,,,,-80,bridge
2026-03-06 16:36:11.895,RIOT-BLE-2,203,,,,,,,-77,bridge
2026-03-06 16:36:12.195,RIOT-BLE-2,204,,,,,,,-77,bridge
2026-03-06 16:36:12.197,RIOT-BLE-2,207,,,,,,,-78,bridge
2026-03-06 16:36:12.345,RIOT-BLE-2,210,,,,,,,-79,bridge
2026-03-06 16:36:12.348,RIOT-BLE-2,211,,,,,,,-80,bridge
2026-03-06 16:36:12.546,RIOT-BLE-2,212,,,,,,,-77,bridge
2026-03-06 16:36:12.548,RIOT-BLE-2,213,,,,,,,-77,bridge
2026-03-06 16:36:12.845,RIOT-BLE-2,214,,,,,,,-78,bridge
2026-03-06 16:36:12.847,RIOT-BLE-2,215,,,,,,,-79,bridge
2026-03-06 16:36:12.945,RIOT-BLE-2,217,,,,,,,-77,bridge
2026-03-06 16:36:13.045,RIOT-BLE-2,218,,,,,,,-76,bridge
2026-03-06 16:36:13.246,RIOT-BLE-2,219,,,,,,,-75,bridge
2026-03-06 16:36:13.248,RIOT-BLE-2,220,,,,,,,-75,bridge
2026-03-06 16:36:13.395,RIOT-BLE-2,221,,,,,,,-73,bridge
2026-03-06 16:36:13.495,RIOT-BLE-2,222,,,,,,,-76,bridge
2026-03-06 16:36:13.745,RIOT-BLE-2,223,,,,,,,-75,bridge
2026-03-06 16:36:13.747,RIOT-BLE-2,224,,,,,,,-75,bridge
2026-03-06 16:36:13.845,RIOT-BLE-2,226,,,,,,,-74,bridge
2026-03-06 16:36:14.245,RIOT-BLE-2,227,,,,,,,-77,bridge
2026-03-06 16:36:14.248,RIOT-BLE-2,228,,,,,,,-77,bridge
2026-03-06 16:36:14.345,RIOT-BLE-2,231,,,,,,,-75,bridge
2026-03-06 16:36:14.445,RIOT-BLE-2,232,,,,,,,-79,bridge
2026-03-06 16:36:14.745,RIOT-BLE-2,233,,,,,,,-77,bridge
2026-03-06 16:36:14.747,RIOT-BLE-2,234,,,,,,,-77,bridge
2026-03-06 16:36:14.895,RIOT-BLE-2,236,,,,,,,-81,bridge
2026-03-06 16:36:15.245,RIOT-BLE-2,237,,,,,,,-78,bridge
2026-03-06 16:36:15.248,RIOT-BLE-2,238,,,,,,,-78,bridge
2026-03-06 16:36:15.345,RIOT-BLE-2,241,,,,,,,-80,bridge
2026-03-06 16:36:15.495,RIOT-BLE-2,242,,,,,,,-77,bridge
2026-03-06 16:36:15.995,RIOT-BLE-2,243,,,,,,,-80,bridge
2026-03-06 16:36:15.997,RIOT-BLE-2,244,,,,,,,-80,bridge
2026-03-06 16:36:16.345,RIOT-BLE-2,248,,,,,,,-76,bridge
2026-03-06 16:36:16.348,RIOT-BLE-2,249,,,,,,,-75,bridge
2026-03-06 16:36:16.645,RIOT-BLE-2,252,,,,,,,-77,bridge
2026-03-06 16:36:16.648,RIOT-BLE-2,253,,,,,,,-77,bridge
2026-03-06 16:36:16.745,RIOT-BLE-2,254,,,,,,,-78,bridge
2026-03-06 16:36:16.945,RIOT-BLE-2,255,,,,,,,-79,bridge
2026-03-06 16:36:16.995,RIOT-BLE-2,256,,,,,,,-78,bridge
2026-03-06 16:36:16.997,RIOT-BLE-2,257,,,,,,,-78,bridge
2026-03-06 16:36:17.196,RIOT-BLE-2,258,,,,,,,-79,bridge
2026-03-06 16:36:17.198,RIOT-BLE-2,259,,,,,,,-80,bridge
2026-03-06 16:36:17.495,RIOT-BLE-2,260,,,,,,,-75,bridge
2026-03-06 16:36:17.497,RIOT-BLE-2,261,,,,,,,-76,bridge
2026-03-06 16:36:17.645,RIOT-BLE-2,263,,,,,,,-73,bridge
2026-03-06 16:36:17.695,RIOT-BLE-2,264,,,,,,,-75,bridge
2026-03-06 16:36:18.095,RIOT-BLE-2,265,,,,,,,-76,bridge
2026-03-06 16:36:18.098,RIOT-BLE-2,266,,,,,,,-76,bridge
2026-03-06 16:36:18.395,RIOT-BLE-2,269,,,,,,,-78,bridge
2026-03-06 16:36:18.397,RIOT-BLE-2,270,,,,,,,-77,bridge
2026-03-06 16:36:18.595,RIOT-BLE-2,272,,,,,,,-78,bridge
2026-03-06 16:36:18.598,RIOT-BLE-2,273,,,,,,,-78,bridge
2026-03-06 16:36:18.845,RIOT-BLE-2,274,,,,,,,-75,bridge
2026-03-06 16:36:18.847,RIOT-BLE-2,275,,,,,,,-75,bridge
2026-03-06 16:36:18.995,RIOT-BLE-2,276,,,,,,,-77,bridge
2026-03-06 16:36:18.997,RIOT-BLE-2,277,,,,,,,-76,bridge
2026-03-06 16:36:19.095,RIOT-BLE-2,278,,,,,,,-74,bridge
2026-03-06 16:36:19.445,RIOT-BLE-2,279,,,,,,,-75,bridge
2026-03-06 16:36:19.448,RIOT-BLE-2,280,,,,,,,-74,bridge
2026-03-06 16:36:19.545,RIOT-BLE-2,282,,,,,,,-78,bridge
2026-03-06 16:36:19.695,RIOT-BLE-2,283,,,,,,,-76,bridge
2026-03-06 16:36:19.795,RIOT-BLE-2,285,,,,,,,-76,bridge
2026-03-06 16:36:20.445,RIOT-BLE-2,286,,,,,,,-76,bridge
2026-03-06 16:36:20.448,RIOT-BLE-2,287,,,,,,,-75,bridge
2026-03-06 16:36:21.345,RIOT-BLE-2,292,,,,,,,-80,bridge
2026-03-06 16:36:21.395,RIOT-BLE-2,293,,,,,,,-80,bridge
2026-03-06 16:36:21.397,RIOT-BLE-2,301,,,,,,,-81,bridge
2026-03-06 16:36:21.495,RIOT-BLE-2,302,,,,,,,-76,bridge
2026-03-06 16:36:21.645,RIOT-BLE-2,303,,,,,,,-73,bridge
2026-03-06 16:36:21.695,RIOT-BLE-2,304,,,,,,,-77,bridge
2026-03-06 16:36:21.795,RIOT-BLE-2,305,,,,,,,-75,bridge
2026-03-06 16:36:21.945,RIOT-BLE-2,306,,,,,,,-74,bridge
2026-03-06 16:36:21.995,RIOT-BLE-2,307,,,,,,,-72,bridge
2026-03-06 16:36:22.096,RIOT-BLE-2,308,,,,,,,-79,bridge
2026-03-06 16:36:22.245,RIOT-BLE-2,309,,,,,,,-75,bridge
2026-03-06 16:36:22.295,RIOT-BLE-2,310,,,,,,,-76,bridge
2026-03-06 16:36:22.545,RIOT-BLE-2,311,,,,,,,-73,bridge
2026-03-06 16:36:22.548,RIOT-BLE-2,312,,,,,,,-73,bridge
2026-03-06 16:36:22.595,RIOT-BLE-2,313,,,,,,,-75,bridge
2026-03-06 16:36:22.795,RIOT-BLE-2,314,,,,,,,-77,bridge
2026-03-06 16:36:22.895,RIOT-BLE-2,315,,,,,,,-74,bridge
2026-03-06 16:36:22.897,RIOT-BLE-2,316,,,,,,,-73,bridge
2026-03-06 16:36:22.995,RIOT-BLE-2,317,,,,,,,-76,bridge
2026-03-06 16:36:23.295,RIOT-BLE-2,318,,,,,,,-75,bridge
2026-03-06 16:36:23.297,RIOT-BLE-2,319,,,,,,,-74,bridge
2026-03-06 16:36:23.495,RIOT-BLE-2,321,,,,,,,-75,bridge
2026-03-06 16:36:23.595,RIOT-BLE-2,322,,,,,,,-77,bridge
2026-03-06 16:36:23.597,RIOT-BLE-2,323,,,,,,,-76,bridge
2026-03-06 16:36:23.696,RIOT-BLE-2,324,,,,,,,-76,bridge
2026-03-06 16:36:23.945,RIOT-BLE-2,325,,,,,,,-75,bridge
2026-03-06 16:36:23.948,RIOT-BLE-2,326,,,,,,,-76,bridge
2026-03-06 16:36:23.995,RIOT-BLE-2,327,,,,,,,-76,bridge
2026-03-06 16:36:24.095,RIOT-BLE-2,328,,,,,,,-78,bridge
2026-03-06 16:36:24.246,RIOT-BLE-2,329,,,,,,,-74,bridge
2026-03-06 16:36:24.295,RIOT-BLE-2,330,,,,,,,-75,bridge
2026-03-06 16:36:24.595,RIOT-BLE-2,331,,,,,,,-75,bridge
2026-03-06 16:36:24.597,RIOT-BLE-2,332,,,,,,,-76,bridge
2026-03-06 16:36:24.795,RIOT-BLE-2,334,,,,,,,-74,bridge
2026-03-06 16:36:24.797,RIOT-BLE-2,335,,,,,,,-75,bridge
2026-03-06 16:36:25.045,RIOT-BLE-2,336,,,,,,,-75,bridge
2026-03-06 16:36:25.047,RIOT-BLE-2,337,,,,,,,-75,bridge
2026-03-06 16:36:25.145,RIOT-BLE-2,338,,,,,,,-76,bridge
2026-03-06 16:36:25.345,RIOT-BLE-2,339,,,,,,,-81,bridge
2026-03-06 16:36:25.347,RIOT-BLE-2,340,,,,,,,-80,bridge
2026-03-06 16:36:25.445,RIOT-BLE-2,341,,,,,,,-77,bridge
2026-03-06 16:36:25.545,RIOT-BLE-2,342,,,,,,,-78,bridge
2026-03-06 16:36:25.646,RIOT-BLE-2,343,,,,,,,-73,bridge
2026-03-06 16:36:25.795,RIOT-BLE-2,344,,,,,,,-74,bridge
2026-03-06 16:36:25.945,RIOT-BLE-2,345,,,,,,,-76,bridge
2026-03-06 16:36:26.045,RIOT-BLE-2,346,,,,,,,-77,bridge
2026-03-06 16:36:26.047,RIOT-BLE-2,347,,,,,,,-78,bridge
2026-03-06 16:36:26.196,RIOT-BLE-2,348,,,,,,,-74,bridge
2026-03-06 16:36:26.295,RIOT-BLE-2,349,,,,,,,-76,bridge
2026-03-06 16:36:26.345,RIOT-BLE-2,350,,,,,,,-76,bridge
2026-03-06 16:36:26.445,RIOT-BLE-2,351,,,,,,,-77,bridge
2026-03-06 16:36:26.645,RIOT-BLE-2,352,,,,,,,-77,bridge
2026-03-06 16:36:26.648,RIOT-BLE-2,353,,,,,,,-78,bridge
2026-03-06 16:36:26.795,RIOT-BLE-2,354,,,,,,,-76,bridge
2026-03-06 16:36:26.895,RIOT-BLE-2,355,,,,,,,-78,bridge
2026-03-06 16:36:26.945,RIOT-BLE-2,356,,,,,,,-77,bridge
2026-03-06 16:36:27.095,RIOT-BLE-2,357,,,,,,,-80,bridge
2026-03-06 16:36:27.295,RIOT-BLE-2,358,,,,,,,-81,bridge
2026-03-06 16:36:27.297,RIOT-BLE-2,359,,,,,,,-81,bridge
2026-03-06 16:36:27.745,RIOT-BLE-2,360,,,,,,,-78,bridge
2026-03-06 16:36:27.748,RIOT-BLE-2,361,,,,,,,-78,bridge
2026-03-06 16:36:27.845,RIOT-BLE-2,365,,,,,,,-73,bridge
2026-03-06 16:36:28.195,RIOT-BLE-2,366,,,,,,,-74,bridge
2026-03-06 16:36:28.197,RIOT-BLE-2,367,,,,,,,-75,bridge
2026-03-06 16:36:28.245,RIOT-BLE-2,369,,,,,,,-75,bridge
2026-03-06 16:36:28.346,RIOT-BLE-2,370,,,,,,,-75,bridge
2026-03-06 16:36:28.546,RIOT-BLE-2,371,,,,,,,-75,bridge
2026-03-06 16:36:28.548,RIOT-BLE-2,372,,,,,,,-75,bridge
2026-03-06 16:36:29.095,RIOT-BLE-2,373,,,,,,,-76,bridge
2026-03-06 16:36:29.097,RIOT-BLE-2,374,,,,,,,-75,bridge
2026-03-06 16:36:29.245,RIOT-BLE-2,378,,,,,,,-76,bridge
2026-03-06 16:36:29.247,RIOT-BLE-2,379,,,,,,,-76,bridge
2026-03-06 16:36:29.345,RIOT-BLE-2,380,,,,,,,-73,bridge
2026-03-06 16:36:29.845,RIOT-BLE-2,381,,,,,,,-75,bridge
2026-03-06 16:36:29.847,RIOT-BLE-2,382,,,,,,,-76,bridge
2026-03-06 16:36:29.945,RIOT-BLE-2,386,,,,,,,-75,bridge
2026-03-06 16:36:30.095,RIOT-BLE-2,387,,,,,,,-77,bridge
2026-03-06 16:36:30.145,RIOT-BLE-2,388,,,,,,,-79,bridge
2026-03-06 16:36:30.495,RIOT-BLE-2,389,,,,,,,-76,bridge
2026-03-06 16:36:30.498,RIOT-BLE-2,390,,,,,,,-75,bridge
2026-03-06 16:36:30.595,RIOT-BLE-2,392,,,,,,,-77,bridge
2026-03-06 16:36:30.645,RIOT-BLE-2,393,,,,,,,-75,bridge
2026-03-06 16:36:30.745,RIOT-BLE-2,394,,,,,,,-75,bridge
2026-03-06 16:36:31.045,RIOT-BLE-2,395,,,,,,,-74,bridge
2026-03-06 16:36:31.048,RIOT-BLE-2,396,,,,,,,-73,bridge
2026-03-06 16:36:31.295,RIOT-BLE-2,398,,,,,,,-75,bridge
2026-03-06 16:36:31.297,RIOT-BLE-2,399,,,,,,,-75,bridge
2026-03-06 16:36:31.445,RIOT-BLE-2,400,,,,,,,-81,bridge
2026-03-06 16:36:31.595,RIOT-BLE-2,401,,,,,,,-78,bridge
2026-03-06 16:36:31.597,RIOT-BLE-2,402,,,,,,,-78,bridge
2026-03-06 16:36:31.745,RIOT-BLE-2,403,,,,,,,-76,bridge
2026-03-06 16:36:31.748,RIOT-BLE-2,404,,,,,,,-78,bridge
2026-03-06 16:36:32.145,RIOT-BLE-2,405,,,,,,,-80,bridge
2026-03-06 16:36:32.148,RIOT-BLE-2,406,,,,,,,-80,bridge
2026-03-06 16:36:32.395,RIOT-BLE-2,409,,,,,,,-80,bridge
2026-03-06 16:36:32.397,RIOT-BLE-2,410,,,,,,,-79,bridge
2026-03-06 16:36:32.645,RIOT-BLE-2,411,,,,,,,-76,bridge
2026-03-06 16:36:32.647,RIOT-BLE-2,412,,,,,,,-77,bridge
2026-03-06 16:36:32.995,RIOT-BLE-2,414,,,,,,,-79,bridge
2026-03-06 16:36:32.997,RIOT-BLE-2,415,,,,,,,-80,bridge
2026-03-06 16:36:33.595,RIOT-BLE-2,417,,,,,,,-81,bridge
2026-03-06 16:36:33.645,RIOT-BLE-2,418,,,,,,,-78,bridge
2026-03-06 16:36:33.795,RIOT-BLE-2,423,,,,,,,-77,bridge
2026-03-06 16:36:33.945,RIOT-BLE-2,424,,,,,,,-77,bridge
2026-03-06 16:36:33.947,RIOT-BLE-2,425,,,,,,,-76,bridge
2026-03-06 16:36:34.095,RIOT-BLE-2,426,,,,,,,-78,bridge
2026-03-06 16:36:34.098,RIOT-BLE-2,427,,,,,,,-77,bridge
2026-03-06 16:36:34.345,RIOT-BLE-2,428,,,,,,,-75,bridge
2026-03-06 16:36:34.347,RIOT-BLE-2,429,,,,,,,-75,bridge
2026-03-06 16:36:34.495,RIOT-BLE-2,430,,,,,,,-79,bridge
2026-03-06 16:36:34.545,RIOT-BLE-2,431,,,,,,,-79,bridge
2026-03-06 16:36:34.645,RIOT-BLE-2,432,,,,,,,-75,bridge
2026-03-06 16:36:34.895,RIOT-BLE-2,433,,,,,,,-76,bridge
2026-03-06 16:36:34.898,RIOT-BLE-2,434,,,,,,,-76,bridge
2026-03-06 16:36:35.195,RIOT-BLE-2,436,,,,,,,-75,bridge
2026-03-06 16:36:35.198,RIOT-BLE-2,437,,,,,,,-75,bridge
2026-03-06 16:36:35.296,RIOT-BLE-2,439,,,,,,,-78,bridge
2026-03-06 16:36:35.395,RIOT-BLE-2,440,,,,,,,-76,bridge
2026-03-06 16:36:35.595,RIOT-BLE-2,441,,,,,,,-76,bridge
2026-03-06 16:36:35.645,RIOT-BLE-2,442,,,,,,,-77,bridge
2026-03-06 16:36:35.695,RIOT-BLE-2,443,,,,,,,-78,bridge
2026-03-06 16:36:35.945,RIOT-BLE-2,444,,,,,,,-76,bridge
2026-03-06 16:36:35.948,RIOT-BLE-2,445,,,,,,,-76,bridge
2026-03-06 16:36:36.395,RIOT-BLE-2,446,,,,,,,-78,bridge
2026-03-06 16:36:36.595,RIOT-BLE-2,447,,,,,,,-77,bridge
2026-03-06 16:36:36.598,RIOT-BLE-2,451,,,,,,,-78,bridge
2026-03-06 16:36:37.045,RIOT-BLE-2,453,,,,,,,-76,bridge
2026-03-06 16:36:37.048,RIOT-BLE-2,454,,,,,,,-76,bridge
2026-03-06 16:36:37.245,RIOT-BLE-2,457,,,,,,,-77,bridge
