ts,device,seq,temp_val,temp_scale,hum_val,hum_scale,press_val,press_scale,rssi
2026-03-02 15:44:11.451,RIOT-BLE-0,661,2404,-2,4506,-2,10089,1,-51
2026-03-02 15:44:11.455,RIOT-BLE-0,662,2406,-2,4494,-2,10089,1,-49
2026-03-02 15:44:11.457,RIOT-BLE-0,663,2405,-2,4498,-2,10088,1,-48
2026-03-02 15:44:11.458,RIOT-BLE-0,664,2405,-2,4501,-2,10089,1,-46
2026-03-02 15:44:11.459,RIOT-BLE-0,665,2404,-2,4501,-2,10089,1,-47
2026-03-02 15:44:11.460,RIOT-BLE-0,666,2404,-2,4498,-2,10089,1,-49
2026-03-02 15:44:11.460,RIOT-BLE-0,667,2404,-2,4500,-2,10089,1,-48
2026-03-02 15:44:11.461,RIOT-BLE-0,668,2405,-2,4499,-2,10089,1,-48
2026-03-02 15:44:11.462,RIOT-BLE-0,669,2404,-2,4508,-2,10089,1,-48
2026-03-02 15:44:11.500,RIOT-BLE-0,670,2405,-2,4508,-2,10089,1,-49
2026-03-02 15:44:11.601,RIOT-BLE-0,671,2405,-2,4500,-2,10089,1,-47
2026-03-02 15:44:11.750,RIOT-BLE-0,672,2405,-2,4489,-2,10089,1,-48
2026-03-02 15:44:11.850,RIOT-BLE-0,673,2405,-2,4516,-2,10089,1,-50
2026-03-02 15:44:11.950,RIOT-BLE-0,674,2405,-2,4497,-2,10089,1,-51
2026-03-02 15:44:12.050,RIOT-BLE-0,675,2405,-2,4496,-2,10089,1,-47
2026-03-02 15:44:12.203,RIOT-BLE-0,676,2404,-2,4499,-2,10089,1,-49
2026-03-02 15:44:12.305,RIOT-BLE-0,677,2405,-2,4495,-2,10089,1,-54
2026-03-02 15:44:12.400,RIOT-BLE-0,678,2404,-2,4488,-2,10089,1,-47
2026-03-02 15:44:12.550,RIOT-BLE-0,679,2404,-2,4501,-2,10088,1,-48
2026-03-02 15:44:12.650,RIOT-BLE-0,680,2404,-2,4503,-2,10089,1,-50
2026-03-02 15:44:12.750,RIOT-BLE-0,681,2403,-2,4506,-2,10089,1,-55
2026-03-02 15:44:12.901,RIOT-BLE-0,682,2403,-2,4494,-2,10089,1,-48
2026-03-02 15:44:13.001,RIOT-BLE-0,683,2404,-2,4499,-2,10089,1,-49
2026-03-02 15:44:13.101,RIOT-BLE-0,684,2404,-2,4506,-2,10089,1,-49
2026-03-02 15:44:13.201,RIOT-BLE-0,685,2404,-2,4501,-2,10089,1,-48
2026-03-02 15:44:13.350,RIOT-BLE-0,686,2404,-2,4511,-2,10089,1,-47
2026-03-02 15:44:13.451,RIOT-BLE-0,687,2405,-2,4486,-2,10089,1,-50
2026-03-02 15:44:13.551,RIOT-BLE-0,688,2404,-2,4505,-2,10089,1,-49
